date,open,high,low,close,volume
2019-10-25,46.01,47.1,45.73,46.85,36286.19
2019-10-24,46.29,46.57,46.01,46.07,29596.5
2019-10-23,46.8,47.14,46.1,46.5,37867.37
2019-10-22,47.38,47.38,46.74,46.9,40170.05
2019-10-21,47.12,47.55,46.71,47.14,32882.44
2019-10-18,47.6,47.95,47.0,47.38,29449.02
2019-10-17,47.82,47.82,47.31,47.5,28154.64
2019-10-16,47.9,47.92,47.19,47.8,36658.2
2019-10-15,48.18,48.49,47.66,47.72,48857.64
2019-10-14,49.84,49.84,48.1,48.32,106996.63
2019-10-11,50.37,51.4,49.35,49.51,60499.09
2019-10-10,49.05,50.62,48.85,50.25,52927.06
2019-10-09,49.41,49.55,48.4,49.43,31178.73
2019-10-08,48.62,49.91,48.21,49.37,44907.02
2019-09-30,49.0,49.0,48.02,48.5,23527.45
2019-09-27,49.03,49.23,47.0,48.75,45843.13
2019-09-26,49.44,50.33,48.36,48.86,54685.77
2019-09-25,49.45,49.49,48.75,49.13,47788.06
2019-09-24,49.88,49.97,48.9,49.1,53036.13
2019-09-23,50.04,50.18,48.88,49.58,45877.18
2019-09-20,49.9,50.5,49.5,50.04,64518.64
2019-09-19,50.5,50.64,49.33,49.79,53597.17
2019-09-18,49.0,51.2,49.0,50.38,99506.22
2019-09-17,50.3,50.3,48.85,48.97,78259.05
2019-09-16,49.66,50.77,49.31,50.39,105626.53
2019-09-12,49.47,50.08,49.02,49.7,73470.56
2019-09-11,49.9,49.97,48.3,49.46,93918.5
2019-09-10,50.4,50.49,49.72,49.97,89699.09
2019-09-09,50.99,51.3,49.66,50.01,104179.36
2019-09-06,51.26,51.45,50.3,50.71,71979.88
2019-09-05,52.3,52.45,51.0,51.11,85273.47
2019-09-04,52.1,52.7,51.18,52.0,75260.04
2019-09-03,52.86,53.2,51.8,52.21,55642.45
2019-09-02,52.79,53.5,52.1,52.88,58426.73
2019-08-30,54.3,54.31,52.55,52.82,86469.39
2019-08-29,52.42,54.54,51.91,54.3,103378.32
2019-08-28,52.11,52.85,51.55,52.2,47581.32
2019-08-27,52.39,52.88,51.8,52.08,57469.55
2019-08-26,52.1,52.5,51.02,52.1,59531.93
2019-08-23,52.6,52.9,52.2,52.7,49808.2
2019-08-22,51.82,53.63,51.82,52.58,106783.82
2019-08-21,51.82,52.38,51.2,51.58,56253.08
2019-08-20,51.1,52.38,51.1,51.7,96454.38
2019-08-19,51.0,52.71,51.0,51.65,210917.78
2019-08-16,48.52,50.66,48.35,50.66,194818.56
